Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
2015 HC1, 1.354, 0.217, 1.976, 228.113, 343.803, 0.055417, -0.0291, 353.2, 0.000288, 0.0052, 6.1
2015 HD1, 2.306, 0.647, 5.339, 210.803, 57.776, 0.002657, -2.4528, 257.7, 0.003067, 0.3190, 0.5
2015 HE1, 1.423, 0.493, 3.467, 212.159, 79.269, 0.002099, -0.3861, 262.6, 0.000319, 0.1664, 0.2
2015 HF1, 1.317, 0.615, 21.988, 18.286, 67.696, 0.030776, -1.6173, 63.7, 0.002128, 0.0932, 4.5
2015 HG1, 1.633, 0.626, 5.144, 173.511, 299.960, 0.044015, 0.8666, 274.7, 0.000283, 0.0059, 5.4
2015 HL1, 2.703, 0.587, 12.454, 206.767, 40.572, 0.179579, -5.1555, --, 0.032188, 0.2050, 7.7
2015 HM1, 1.085, 0.182, 18.738, 211.955, 111.738, 0.010354, 0.2695, 208.3, 0.000253, 0.0220, 3.3
2015 HN1, 1.414, 0.253, 6.334, 20.902, 184.548, 0.054293, 0.0790, 350.9, 0.000405, 0.0074, 6.1
2015 HO1, 2.384, 0.465, 4.597, 1.182, 221.347, 0.265013, -0.6656, 345.7, 0.014593, 0.0551, 8.6
2015 HP1, 1.317, 0.139, 12.386, 210.042, 313.973, 0.164578, -0.1731, 342.5, 0.000365, 0.0022, 7.2
2015 HQ1, 1.610, 0.359, 4.372, 197.860, 310.508, 0.066348, -0.2011, 316.8, 0.000549, 0.0084, 6.2
2015 HR1, 2.482, 0.563, 1.386, 209.287, 35.317, 0.154205, 1.0973, --, 0.081600, 0.5814, 6.8
2015 HS1, 2.068, 0.489, 5.574, 39.779, 207.781, 0.067580, -1.2194, 325.1, 0.008085, 0.1352, 6.5
2015 HB9, 2.104, 0.550, 5.359, 217.649, 303.753, 0.036407, -1.4278, 291.1, 0.005071, 0.1738, 4.5
2015 HF9, 1.347, 0.540, 16.405, 211.676, 204.388, 0.246137, -0.6172, 271.0, 0.000135, 0.0006, 8.4
2015 HG9, 2.140, 0.844, 5.235, 225.141, 218.968, 0.038411, -3.0342, 271.8, 0.001811, 0.0723, 4.6
2015 HH9, 2.378, 0.546, 1.741, 238.108, 330.251, 0.077148, -0.2103, 348.8, 0.018380, 0.2276, 6.6
2015 HJ9, 1.690, 0.340, 25.390, 210.153, 29.786, 0.142792, -0.0079, 17.9, 0.000761, 0.0053, 7.2
2015 HN9, 1.251, 0.159, 14.605, 7.949, 26.418, 0.064787, 0.0978, 10.0, 0.000202, 0.0031, 6.1
2015 HQ9, 1.612, 0.442, 4.012, 211.143, 287.655, 0.029081, -0.3947, 283.2, 0.000704, 0.0260, 5.3
2015 HR9, 2.003, 0.519, 4.477, 223.331, 277.914, 0.063562, -0.6974, 282.6, 0.001672, 0.0275, 6.4
2015 HT9, 1.425, 0.314, 4.797, 226.055, 46.966, 0.020378, 0.3641, 63.0, 0.000279, 0.0127, 4.3
2015 HU9, 1.089, 0.486, 6.762, 43.350, 298.596, 0.014812, 0.4589, 280.9, 0.000261, 0.0154, 4.3
2015 HW9, 1.439, 0.251, 25.800, 34.823, 115.995, 0.189715, -0.2072, 25.2, 0.000339, 0.0018, 7.2
2015 HA10, 1.234, 0.380, 19.778, 22.687, 346.766, 0.216498, 0.2909, 159.3, 0.000250, 0.0011, 8.3
2015 HD10, 2.071, 0.577, 4.449, 215.754, 52.143, 0.009195, 0.2216, 77.2, 0.006110, 0.7405, 1.5
2015 HE10, 1.069, 0.192, 14.834, 31.768, 270.555, 0.021115, 0.1464, 320.6, 0.001016, 0.0476, 4.2
2015 HG10, 1.586, 0.648, 17.441, 214.454, 208.779, 0.242787, -1.2347, 271.2, 0.000296, 0.0012, 8.5
2015 HJ10, 1.450, 0.137, 20.441, 22.444, 153.272, 0.263313, -0.0636, 7.1, 0.000294, 0.0011, 8.1
2015 HK10, 1.190, 0.251, 2.604, 25.370, 283.788, 0.010282, -0.4851, 280.9, 0.000708, 0.0835, 3.3
2015 HL10, 1.599, 0.280, 28.629, 23.828, 274.689, 0.369473, -0.4722, 322.8, 0.000399, 0.0011, 8.3
2015 HM10, 2.539, 0.603, 1.481, 282.624, 354.421, -0.023645, -0.1134, --, 0.033077, 1.0409, 0.7
2015 HN10, 1.435, 0.223, 4.903, 230.734, 296.050, 0.141985, -0.0729, 328.6, 0.000407, 0.0029, 7.1
2015 HO10, 2.371, 0.464, 10.467, 19.895, 179.654, 0.272096, 0.0337, 358.8, 0.014427, 0.0524, 8.6
2015 HP10, 1.300, 0.090, 15.240, 23.172, 130.176, 0.211467, -0.1122, 11.5, 0.000337, 0.0016, 8.2
2015 HQ10, 1.137, 0.648, 51.495, 212.259, 141.306, 0.205004, 1.1370, 56.6, 0.000237, 0.0011, 8.4
2015 HS10, 1.863, 0.324, 6.495, 10.492, 183.945, 0.257475, -0.0272, 356.8, 0.001401, 0.0054, 8.3
2015 HT10, 2.295, 0.559, 3.966, 25.037, 147.170, 0.035033, -0.3604, --, 0.008151, 0.2353, 5.5
2015 HU10, 1.958, 0.426, 10.666, 25.125, 180.069, 0.122076, -0.0760, 357.5, 0.002775, 0.0228, 7.4
2015 HW10, 0.935, 0.106, 16.103, 32.558, 330.528, 0.011983, 0.2274, 345.0, 0.000388, 0.0299, 3.2
2015 HF11, 2.098, 0.419, 35.075, 234.007, 340.979, 0.223688, 1.3318, 351.0, 0.006762, 0.0295, 8.5
2015 HG11, 1.393, 0.260, 10.137, 28.836, 133.504, 0.077621, -0.3374, 33.2, 0.000336, 0.0044, 6.3
2015 HH11, 1.459, 0.281, 15.209, 26.908, 129.953, 0.114751, -0.3421, 29.7, 0.000393, 0.0035, 7.3
2015 HQ11, 1.512, 0.397, 8.393, 35.307, 226.225, 0.003069, -0.6528, 120.9, 0.000457, 0.1508, 0.3
2015 HR11, 1.214, 0.169, 31.162, 210.692, 198.054, 0.021169, -0.0249, 356.4, 0.000210, 0.0100, 4.0
2015 HS11, 1.165, 0.136, 4.937, 212.724, 37.444, 0.018315, 0.4787, 41.6, 0.000915, 0.0441, 4.3
2015 HV11, 1.919, 0.441, 7.010, 58.590, 174.699, 0.059635, -0.1856, 3.7, 0.002303, 0.0390, 6.3
2015 HW11, 1.848, 0.477, 3.466, 233.033, 299.658, 0.031388, -0.5246, 286.6, 0.000797, 0.0274, 5.3
2015 HP43, 2.237, 0.496, 17.618, 62.722, 163.165, 0.126839, 0.0493, 12.7, 0.007155, 0.0562, 7.5
2015 HQ43, 1.419, 0.175, 5.675, 37.772, 186.726, 0.162123, 0.0448, 354.2, 0.000335, 0.0021, 7.1
2015 HR43, 1.545, 0.519, 4.645, 213.861, 274.661, 0.012896, -0.6736, 279.7, 0.000338, 0.0340, 3.4
2015 HO116, 1.226, 0.178, 33.834, 36.473, 191.360, 0.004101, 0.6533, 355.6, 0.002030, 0.3101, 2.3
2015 HU116, 1.886, 0.337, 4.893, 177.269, 306.913, 0.274967, 0.0026, 343.0, 0.001364, 0.0050, 8.3
2015 HV116, 2.419, 0.466, 3.121, 240.869, 324.888, 0.298815, 0.1040, 352.6, 0.021349, 0.0707, 8.6
2015 HX116, 2.176, 0.416, 8.909, 105.666, 200.056, 0.262264, -0.1440, 348.9, 0.003371, 0.0129, 8.4
2015 HY116, 2.727, 0.693, 14.122, 92.710, 248.466, 0.041010, 7.2956, --, 0.009761, 0.1377, 5.7
2015 HZ116, 0.954, 0.300, 13.974, 43.695, 316.169, 0.061219, 0.4214, 304.8, 0.000751, 0.0119, 6.3
2015 HA117, 1.540, 0.348, 16.922, 35.947, 202.744, 0.017345, 0.2362, 338.8, 0.000599, 0.0327, 4.3
2015 HB117, 1.417, 0.231, 6.495, 228.782, 12.874, 0.080288, 0.1070, 13.4, 0.000361, 0.0045, 6.2
2015 HC117, 2.387, 0.487, 6.153, 154.471, 349.912, 0.243008, 0.4479, 355.9, 0.016488, 0.0666, 8.6
2015 HN117, 2.313, 0.490, 3.908, 46.120, 219.684, 0.171204, -0.2575, 343.0, 0.007383, 0.0432, 7.5
2015 HE170, 2.099, 0.427, 8.925, 213.524, 26.825, 0.200285, -0.3825, 19.1, 0.008386, 0.0421, 7.5
2015 HF170, 1.760, 0.345, 10.834, 46.017, 156.507, 0.157253, -0.0750, 15.1, 0.002405, 0.0153, 7.3
2015 HG170, 1.876, 0.404, 4.396, 32.096, 116.551, 0.148169, -0.0408, 29.3, 0.001402, 0.0095, 7.3
2015 HL171, 1.292, 0.257, 27.210, 39.929, 226.317, 0.015962, 0.2172, 339.4, 0.000396, 0.0233, 4.2
2015 HP171, 1.806, 0.618, 11.730, 126.671, 190.911, 0.188096, -0.5598, 110.0, 0.000794, 0.0043, 7.4
2015 HQ171, 1.172, 0.266, 9.118, 42.064, 250.980, 0.002826, -0.4874, 122.7, 0.000370, 0.1673, 0.3
2015 HU171, 2.287, 0.577, 5.603, 76.859, 179.327, 0.041148, -0.6349, --, 0.005814, 0.1551, 5.5
2015 HV171, 2.598, 0.535, 31.309, 224.367, 314.478, 0.300262, 5.2704, 333.0, 0.016510, 0.0514, 8.7
2015 HX176, 3.880, 0.804, 28.441, 15.552, 123.952, 0.045369, -2.7444, --, 0.015142, 0.5392, 3.7
2015 HY176, 1.907, 0.451, 20.597, 35.615, 243.535, 0.185914, 0.8607, 316.7, 0.001261, 0.0067, 7.4
2015 HZ176, 0.968, 0.182, 10.967, 35.922, 323.053, 0.068102, 0.4659, 314.5, 0.000630, 0.0090, 6.3
2015 HA177, 1.127, 0.238, 2.319, 215.616, 80.637, 0.003601, 0.3555, 80.4, 0.000998, 0.2267, 1.3
2015 HB177, 1.074, 0.359, 1.622, 158.746, 177.339, -0.003394, -4.4073, --, 0.037363, 1.2751, 5.3
2015 HX181, 1.790, 0.560, 7.907, 211.912, 293.584, 0.002796, 0.9657, 108.8, 0.002618, 0.4877, 0.4
2015 HZ181, 2.157, 0.508, 10.130, 24.718, 157.032, 0.074974, -0.5339, 22.7, 0.005992, 0.0823, 6.5
2015 HC182, 1.418, 0.092, 20.161, 28.369, 244.796, 0.335522, 0.2731, 342.4, 0.000384, 0.0011, 8.3
2015 HG182, 1.524, 0.604, 2.756, 202.606, 268.573, 0.002705, -0.2773, 94.6, 0.001074, 0.7682, 0.3
2015 HJ182, 1.412, 0.301, 3.175, 210.339, 301.942, 0.032961, -0.3413, 296.0, 0.000378, 0.0120, 5.3
2015 HK182, 1.777, 0.342, 29.833, 21.747, 111.312, 0.338616, -0.2464, 31.9, 0.000885, 0.0026, 8.3
2015 HL182, 1.303, 0.253, 37.558, 205.399, 159.772, 0.010069, -0.0481, 187.8, 0.000262, 0.0267, 3.1
2015 HM182, 1.193, 0.208, 2.761, 220.647, 277.877, 0.026706, -0.5147, 286.6, 0.000662, 0.0269, 4.3
2015 HN182, 1.157, 0.485, 20.966, 12.492, 13.235, 0.318571, -0.4853, 87.5, 0.000174, 0.0005, 8.3
2015 HO182, 2.632, 0.630, 1.538, 310.607, 211.801, 0.012599, 3.4276, --, 0.024461, 0.7613, 3.7
2015 HP182, 1.337, 0.188, 9.589, 211.181, 344.345, 0.086695, -0.0435, 352.9, 0.000288, 0.0033, 6.1
2015 HQ182, 1.139, 0.230, 4.856, 232.491, 134.061, 0.026045, 0.2397, 246.0, 0.000285, 0.0105, 5.2
2015 HR182, 2.388, 0.633, 12.945, 210.017, 112.177, 0.071798, -3.5308, --, 0.007216, 0.1242, 5.6
2015 HS182, 1.770, 0.549, 1.599, 305.425, 352.247, 0.023497, 0.1463, 93.4, 0.000213, 0.0089, 4.1
2015 HT182, 1.482, 0.161, 17.762, 23.466, 154.258, 0.254717, -0.0825, 8.4, 0.000355, 0.0014, 8.1
2015 HU182, 2.009, 0.425, 5.292, 206.652, 348.804, 0.155706, 0.2187, 355.1, 0.005597, 0.0356, 7.4
2015 HV182, 1.405, 0.280, 0.679, 155.202, 254.928, 0.023552, 0.0101, 331.3, 0.000370, 0.0157, 4.1
2015 HW182, 1.345, 0.247, 3.810, 194.650, 286.475, 0.066236, -0.2076, 302.1, 0.000290, 0.0045, 6.2
2015 HX182, 1.588, 0.221, 15.282, 205.893, 260.170, 0.360813, 0.2727, 321.0, 0.000430, 0.0012, 8.3
2015 HY182, 1.141, 0.368, 22.752, 18.263, 21.837, 0.255927, -0.1117, 195.5, 0.000192, 0.0008, 8.1
2015 HZ182, 1.669, 0.395, 4.430, 211.654, 303.414, 0.057143, -0.2579, 304.0, 0.000680, 0.0122, 6.3
2015 HA183, 1.847, 0.347, 3.493, 39.212, 136.634, 0.213882, -0.0444, 12.3, 0.001396, 0.0065, 8.3
2015 HC183, 1.321, 0.198, 18.913, 216.155, 276.285, 0.203882, -0.3736, 328.1, 0.000352, 0.0017, 8.3
2015 HD183, 1.743, 0.356, 40.260, 25.736, 88.938, 0.438507, 0.0531, 36.1, 0.000520, 0.0012, 9.2
2015 HE183, 2.191, 0.617, 3.126, 213.307, 300.018, 0.004154, -1.4200, 278.3, 0.001642, 0.2568, 0.4
2015 HZ363, 1.291, 0.076, 4.482, 6.488, 162.872, 0.197909, 0.1989, 1.9, 0.001630, 0.0082, 7.3
2015 JD, 1.280, 0.223, 13.971, 49.368, 209.535, 0.008023, 0.3258, 336.8, 0.000352, 0.0376, 3.3
2015 JF, 1.713, 0.423, 1.824, 224.581, 41.692, 0.010058, 0.3615, 77.9, 0.000856, 0.0754, 3.3
2015 JJ, 1.059, 0.158, 18.805, 223.195, 254.287, 0.001381, -0.1447, 157.7, 0.001244, 1.0899, 0.2
2015 JP, 1.306, 0.177, 19.951, 219.138, 35.233, 0.094214, 0.2015, 16.5, 0.000422, 0.0044, 6.2
2015 JQ, 1.538, 0.262, 31.725, 215.129, 0.225, 0.129047, 0.0804, 1.4, 0.000426, 0.0033, 7.2
2015 JR, 2.107, 0.540, 7.805, 228.586, 32.087, 0.008485, 0.3773, 55.1, 0.005238, 0.5312, 2.5
2015 JV, 2.451, 0.672, 7.227, 87.149, 74.038, 0.023058, 10.8265, 75.9, 0.020278, 0.3004, 5.7
2015 JW, 2.011, 0.480, 0.899, 52.805, 201.863, 0.032494, -0.3576, 348.5, 0.005363, 0.1733, 5.5
2015 JB1, 1.433, 0.208, 11.089, 227.151, 339.452, 0.134298, -0.0733, 349.9, 0.000392, 0.0029, 7.1
2015 JC1, 1.394, 0.519, 6.378, 231.662, 266.996, 0.001598, 0.1041, 282.7, 0.002040, 0.9525, 0.3
2015 JD1, 1.218, 0.223, 19.141, 221.154, 128.117, 0.023282, -0.2756, 27.0, 0.000260, 0.0118, 4.2
2015 JF1, 1.874, 0.556, 2.646, 232.335, 61.602, 0.001568, 0.5811, 83.3, 0.000365, 0.0918, 0.4
2015 JG1, 1.662, 0.342, 33.590, 51.690, 159.791, 0.099371, 0.2503, 8.3, 0.000700, 0.0070, 6.3
2015 JN1, 1.274, 0.606, 25.147, 232.057, 138.027, 0.187628, 1.3554, 71.3, 0.000394, 0.0020, 7.5
2015 JO1, 2.614, 0.664, 31.323, 54.748, 239.783, 0.068165, 0.1398, 319.7, 0.008982, 0.1329, 6.5
2015 JP1, 2.274, 0.833, 7.299, 196.668, 151.502, 0.079791, 6.2612, 89.6, 0.003313, 0.0306, 6.7
2015 JQ1, 2.757, 0.552, 20.038, 63.906, 166.971, 0.220398, 3.4781, --, 0.035524, 0.1438, 8.7
2015 JR1, 0.939, 0.172, 11.946, 229.031, 227.625, 0.017562, -0.2825, 326.3, 0.000583, 0.0353, 4.3
2015 JY1, 2.114, 0.505, 8.513, 267.983, 16.767, 0.043768, 0.1483, 24.6, 0.005544, 0.1263, 5.5
2015 JZ1, 2.359, 0.691, 7.019, 253.601, 62.738, 0.016538, -4.6059, 256.5, 0.004703, 0.2301, 0.6
2015 JC2, 1.487, 0.546, 10.427, 114.697, 354.231, 0.176020, 0.2053, 105.8, 0.000158, 0.0009, 7.2
2015 JD2, 1.566, 0.214, 14.688, 220.353, 32.072, 0.241057, 0.1906, 18.3, 0.000524, 0.0022, 8.2
2015 JG2, 1.241, 0.475, 20.721, 217.652, 265.677, 0.005779, 0.7683, 126.7, 0.000490, 0.0530, 2.4
2015 JH2, 1.999, 0.466, 5.132, 135.372, 158.939, 0.056008, -0.2424, 25.3, 0.003179, 0.0581, 6.4
2015 JJ2, 2.169, 0.493, 6.606, 107.207, 195.371, 0.089372, -0.0786, 345.3, 0.003812, 0.0428, 6.4
2015 JD3, 1.059, 0.008, 2.718, 43.633, 60.016, 0.054134, 0.3612, 352.0, 0.001811, 0.0327, 6.3
2015 JE11, 3.011, 0.641, 6.479, 162.139, 45.099, 0.098618, -1.5061, --, 0.062149, 0.6883, 5.8
2015 JF11, 0.983, 0.108, 5.095, 323.877, 157.152, 0.056443, 0.2270, 43.8, 0.001561, 0.0269, 6.3
2015 KA, 0.969, 0.123, 9.504, 237.080, 233.846, 0.015424, -0.3523, 328.9, 0.000644, 0.0457, 3.3
2015 KE, 0.974, 0.124, 0.619, 243.507, 223.560, 0.005312, -1.0969, 275.1, 0.001836, 0.4874, 0.3
2015 KF, 0.979, 0.145, 7.470, 58.335, 39.825, 0.051508, -0.3006, 45.0, 0.000810, 0.0161, 5.3
2015 KG, 1.766, 0.409, 0.572, 207.084, 22.262, 0.031351, 0.5277, 7.4, 0.003078, 0.0917, 5.4
2015 KH, 2.149, 0.534, 7.784, 58.484, 216.293, 0.035205, 0.6284, 307.9, 0.003290, 0.0869, 5.4
2015 KJ, 1.232, 0.278, 6.855, 222.763, 270.993, 0.050732, -0.4515, 294.5, 0.000332, 0.0068, 5.3
2015 KK, 2.553, 0.787, 16.395, 52.528, 89.284, -0.007595, 6.3852, --, 0.155408, 1.3582, 0.8
2015 KM18, 1.445, 0.264, 17.944, 233.567, 8.153, 0.054268, 0.0964, 7.2, 0.000395, 0.0072, 6.2
2015 KN18, 1.321, 0.315, 24.238, 65.723, 259.390, 0.088869, 0.5495, 322.5, 0.000299, 0.0033, 6.3
2015 KP18, 1.649, 0.586, 1.029, 259.319, 81.683, 0.000575, -0.3874, 268.1, 0.000415, 0.2620, 0.2
2015 KQ18, 0.859, 0.437, 5.713, 53.887, 326.369, 0.018138, 0.5334, 281.3, 0.000245, 0.0120, 4.3
2015 KS18, 1.940, 0.400, 12.259, 239.092, 63.482, 0.231544, 0.4295, 43.9, 0.001501, 0.0064, 8.4
2015 KU18, 1.963, 0.492, 0.958, 282.935, 260.341, 0.016735, -0.0076, --, 0.000748, 0.0444, 4.1
2015 KV18, 1.681, 0.327, 7.231, 233.112, 4.626, 0.121409, 0.0266, 5.4, 0.000911, 0.0075, 7.2
2015 KB19, 1.720, 0.434, 7.018, 253.021, 40.301, 0.016990, 0.4710, 57.3, 0.000731, 0.0382, 4.3
2015 KC19, 2.299, 0.464, 43.110, 221.755, 258.504, 0.544036, -1.7594, 321.1, 0.002420, 0.0045, 9.5
2015 KE19, 1.634, 0.486, 25.775, 61.145, 253.585, 0.061645, 0.9866, 315.6, 0.000582, 0.0088, 6.4
2015 KF19, 1.107, 0.178, 3.749, 123.065, 283.880, 0.017084, -0.2714, 292.9, 0.000323, 0.0203, 4.2
2015 KG19, 1.173, 0.024, 14.257, 224.277, 2.816, 0.136553, 0.0462, 3.3, 0.000201, 0.0015, 7.1
2015 KH19, 1.490, 0.151, 23.662, 235.588, 333.476, 0.269708, -0.0037, 352.5, 0.000337, 0.0012, 8.1
2015 KJ19, 2.082, 0.745, 2.551, 105.825, 30.238, 0.036697, -0.7879, 90.2, 0.000649, 0.0195, 5.4
2015 KD23, 2.093, 0.466, 2.493, 67.337, 200.111, 0.104699, -0.3092, 350.7, 0.010087, 0.0987, 6.5
2015 KE23, 1.610, 0.248, 4.389, 49.943, 203.126, 0.199634, 0.0267, 349.9, 0.000633, 0.0032, 7.1
2015 KT56, 2.277, 0.562, 4.102, 239.060, 328.571, 0.015099, -1.1371, --, 0.008767, 0.7628, 1.5
2015 KV56, 2.061, 0.500, 0.426, 245.354, 341.476, 0.016710, 0.7587, 354.0, 0.006414, 0.2884, 4.5
2015 KW56, 2.033, 0.437, 3.070, 65.406, 204.416, 0.128524, -0.5520, 349.1, 0.007041, 0.0558, 7.5
2015 KX56, 2.022, 0.495, 6.518, 237.913, 335.912, 0.033482, 0.1957, --, 0.007350, 0.2135, 5.5
2015 KY56, 1.792, 0.477, 15.882, 61.333, 224.055, 0.016479, 0.2811, 317.4, 0.002668, 0.1619, 4.4
2015 KZ56, 2.777, 0.538, 2.751, 49.942, 162.127, 0.378321, -6.2303, 3.4, 0.104077, 0.2913, 8.9
2015 KA57, 2.481, 0.488, 1.523, 196.973, 54.349, 0.272132, 18.8461, 6.2, 0.047399, 0.1418, 8.8
2015 KB57, 0.945, 0.607, 29.674, 239.613, 208.828, 0.141063, -0.6862, 296.7, 0.000167, 0.0012, 7.4
2015 KC57, 2.183, 0.517, 3.586, 56.992, 228.095, 0.060550, -0.1531, --, 0.002795, 0.0466, 6.4
2015 KD57, 1.483, 0.285, 2.790, 237.904, 344.460, 0.052425, -0.0526, 350.0, 0.000444, 0.0085, 6.1
2015 KE57, 1.602, 0.257, 17.510, 65.745, 206.600, 0.194177, 0.1597, 344.1, 0.000526, 0.0027, 7.2
2015 KK57, 1.090, 0.063, 1.032, 194.176, 100.418, 0.019375, -0.7459, --, 0.001807, 0.1181, 3.4
2015 KL57, 2.309, 0.597, 16.628, 49.544, 94.828, 0.186398, -3.2369, --, 0.005376, 0.0309, 7.6
2015 KM57, 1.914, 0.567, 0.605, 159.899, 154.252, 0.005574, 0.1877, 268.4, 0.000182, 0.0282, 2.2
2015 KN57, 1.280, 0.148, 17.375, 243.003, 30.235, 0.094720, 0.1746, 13.7, 0.000265, 0.0028, 6.2
2015 KO57, 2.497, 0.766, 2.124, 115.701, 30.995, -0.022558, 5.5424, --, 0.052686, 1.7025, 4.5
2015 KP57, 0.962, 0.474, 1.795, 55.195, 315.673, 0.006906, 0.0417, 272.9, 0.000413, 0.0582, 3.1
2015 KQ57, 2.684, 0.692, 6.009, 153.479, 25.266, 0.039687, -2.1054, 253.4, 0.007478, 0.2368, 4.6
2015 KR57, 1.763, 0.711, 8.133, 32.536, 338.395, 0.120469, 0.6101, 268.7, 0.000315, 0.0026, 7.4
2015 KS57, 2.131, 0.519, 4.145, 247.249, 42.484, 0.042378, 0.2409, 58.0, 0.002977, 0.0688, 5.4
2015 KT57, 1.701, 0.334, 29.630, 241.629, 68.980, 0.287002, 0.1147, 32.9, 0.000555, 0.0019, 8.2
2015 KK120, 1.463, 0.265, 2.419, 234.987, 13.069, 0.062358, 0.0304, 9.9, 0.000406, 0.0065, 6.1
2015 KL120, 2.134, 0.459, 6.870, 212.462, 67.492, 0.182267, -0.0449, 41.7, 0.003582, 0.0197, 7.4
2015 KM120, 2.274, 0.547, 7.668, 234.984, 12.321, 0.022104, 0.2147, --, 0.011024, 0.4390, 4.5
2015 KO120, 1.820, 0.931, 2.144, 240.944, 198.978, 0.010745, -0.2344, 270.3, 0.000140, 0.0144, 3.2
2015 KP120, 1.339, 0.207, 29.183, 62.364, 110.103, 0.172078, -0.1418, 21.4, 0.000239, 0.0014, 7.2
2015 KQ120, 1.551, 0.368, 0.446, 180.640, 103.282, 0.005852, -0.0786, 88.2, 0.000128, 0.0230, 2.0
2015 KR120, 1.275, 0.331, 3.465, 216.398, 279.166, 0.014215, -0.3358, 282.1, 0.000427, 0.0329, 3.3
2015 KS120, 0.983, 0.138, 9.340, 234.511, 208.493, 0.077626, -0.1864, 328.3, 0.000955, 0.0124, 6.2
2015 KT120, 0.991, 0.213, 14.836, 72.364, 27.454, 0.130842, -0.3940, 37.9, 0.001074, 0.0083, 7.3
2015 KU120, 1.197, 0.045, 19.344, 226.544, 68.856, 0.164044, 0.1303, 10.1, 0.000226, 0.0014, 7.2
2015 KV120, 1.829, 0.433, 2.779, 173.132, 98.728, 0.053108, -0.1297, 67.8, 0.000700, 0.0133, 6.2
2015 KW120, 1.603, 0.490, 3.378, 68.112, 245.406, 0.000156, -0.3896, 98.8, 0.000158, 0.0931, 0.3
2015 KQ121, 2.227, 0.424, 4.961, 97.308, 159.906, 0.273414, -0.3162, 7.1, 0.004880, 0.0179, 8.5
2015 KR121, 2.821, 0.568, 6.247, 141.604, 80.591, 0.268511, -4.5790, 32.7, 0.029194, 0.1172, 8.7
2015 KS121, 1.667, 0.362, 25.894, 75.839, 230.338, 0.142370, 0.1987, 332.1, 0.000605, 0.0042, 7.2
2015 KT121, 1.146, 0.109, 9.895, 244.748, 75.130, 0.074138, 0.3198, 32.7, 0.000511, 0.0068, 6.3
2015 KU121, 1.078, 0.495, 13.342, 75.143, 294.421, 0.002865, 0.5412, 291.7, 0.000536, 0.0973, 1.3
2015 KV121, 1.278, 0.477, 24.805, 68.486, 67.329, 0.027934, -22.9755, --, 0.131834, 1.1472, 7.4
2015 KW121, 1.159, 0.522, 28.299, 242.003, 251.429, 0.001247, 0.4969, 129.1, 0.001038, 0.3359, 0.3
2015 KX121, 1.375, 0.263, 18.558, 238.167, 139.122, 0.071346, -0.2303, 25.1, 0.000253, 0.0036, 6.2
2015 KZ121, 1.259, 0.416, 2.829, 234.689, 276.938, 0.002542, 0.2462, 97.3, 0.000254, 0.0699, 1.2
2015 KA122, 1.648, 0.411, 12.637, 73.073, 214.940, 0.007476, 0.5305, 320.6, 0.000662, 0.0685, 3.4
2015 KJ122, 0.785, 0.750, 5.066, 187.892, 229.795, 0.031774, 0.5037, 96.4, 0.000114, 0.0034, 5.3
2015 KK122, 2.117, 0.465, 4.812, 219.417, 83.999, 0.148044, -0.0564, 39.9, 0.003963, 0.0268, 7.4
2015 KL122, 2.337, 0.511, 6.436, 237.325, 56.088, 0.159564, 0.0185, 37.3, 0.007678, 0.0477, 7.5
2015 KM122, 2.218, 0.499, 6.477, 59.990, 186.340, 0.102473, -0.1090, 352.7, 0.005878, 0.0578, 6.5
2015 KN122, 1.376, 0.683, 22.078, 82.381, 26.367, 0.240691, -1.5359, 83.6, 0.000290, 0.0012, 8.5
2015 KO122, 1.908, 0.589, 2.443, 237.194, 298.806, 0.003908, 0.7940, 95.9, 0.000588, 0.0774, 2.4
2015 KP122, 2.513, 0.581, 13.021, 241.134, 12.070, 0.127168, -13.6854, --, 0.079801, 1.1098, 0.8
2015 KG154, 1.611, 0.356, 30.915, 240.880, 83.515, 0.274292, 0.4013, 38.6, 0.000408, 0.0015, 8.3
2015 KQ154, 2.285, 0.498, 28.663, 244.779, 18.372, 0.149727, -1.3473, 12.8, 0.006858, 0.0472, 7.5
2015 KR154, 2.946, 0.615, 17.059, 88.291, 178.765, 0.124788, -0.0385, --, 0.066140, 0.4922, 6.8
2015 KS154, 1.731, 0.691, 7.103, 227.026, 124.759, 0.054276, 1.5646, 84.8, 0.000466, 0.0077, 6.5
2015 KT154, 1.643, 0.327, 23.869, 240.639, 14.951, 0.100906, 0.0241, 9.9, 0.000650, 0.0064, 7.2
2015 KU154, 1.084, 0.238, 4.215, 106.855, 238.047, 0.035920, -0.2831, 107.1, 0.000503, 0.0145, 5.2
2015 KX156, 1.121, 0.246, 34.027, 71.512, 8.853, 0.138457, 0.0437, 182.1, 0.000147, 0.0011, 7.0
2015 KH157, 1.792, 0.532, 21.551, 89.317, 51.314, 0.014083, -1.1184, 220.3, 0.003139, 0.2945, 2.4
2015 KL157, 2.644, 0.617, 35.529, 279.221, 5.171, -0.014232, 3.1790, 183.5, 0.020791, 0.9089, 0.6
2015 KP157, 1.572, 0.519, 5.408, 52.284, 2.920, 0.085278, -27.2209, --, 0.099068, 1.1128, 6.2
2015 KQ157, 2.243, 0.500, 3.035, 243.301, 325.098, 0.115266, -0.1455, 345.5, 0.011054, 0.0979, 7.5
